The Pinnacle,Chicago,163.1,48,2004,concrete,residential
LaSalle National Bank,Chicago,163.1,45,1934,steel,office
Cathedral of Learning,Pittsburgh,163.1,42,1936,steel,education
City Place I,Hartford,163.1,38,1980,,office
Modis Tower,Jacksonville,163.1,37,1975,steel,office
Ernst & Young Plaza,Los Angeles,162.8,41,1986,steel,office
1700 Broadway,New York City,162.5,41,1969,steel,office
AIG Sun-America Center,Los Angeles,162.5,39,1989,,office
One America Tower,Indianapolis,162.5,38,1982,steel,office
Trump Plaza Residences,Jersey City,162.2,55,2008,concrete,residential
Westin New York at Times Square,New York City,162.2,45,2002,concrete,hotel
DuMont Building,New York City,162.2,42,1931,steel,office
The Brooklyner,New York City,162,52,2010,concrete,residential
515 Park Avenue,New York City,162,43,1999,concrete,residential
Park Place Tower,Chicago,161.9,56,1971,concrete,residential
Plaza Tower,New Orleans,161.9,45,1968,steel,abandoned
Newport Tower,Jersey City,161.9,37,1990,,office
One North LaSalle Street,Chicago,161.6,48,1930,steel,office
Energy Centre,New Orleans,161.6,39,1984,,office
William Green Building,Columbus,161.6,33,1990,steel,office
One East River Place,New York City,161.5,49,1989,,residential
Elysees Condominiums,Chicago,161.2,56,1973,concrete,residential / retail
New York New York Hotel & Casino,Las Vegas,161.2,49,1997,,hotel / casino
Legg Mason Building,Baltimore,161.2,40,1973,concrete,office
Tower at Erieview,Cleveland,161.2,40,1964,steel,office
First Market Tower,San Francisco,161.2,38,1972,steel,office
McKesson Plaza,San Francisco,161.2,38,1969,steel,office
One Seneca Tower,Buffalo,161.2,38,1974,,office
Jade at Brickell Bay,Miami,160.9,49,2004,concrete,residential
The Metropolis,New York City,160.9,48,2001,concrete,residential
William Beaver House,New York City,160.8,47,2010,concrete,residential
Travelers Tower,Hartford,160.6,24,1919,steel,office
Morrison Hotel,Chicago,160.3,45,1925,steel,hotel
North American Plywood Building,New York City,160.3,41,1972,steel,office
Vehicle Assembly Building,Cape Canaveral,160.3,40,1965,steel,industrial
Harrah`s Waterfront Tower,Atlantic City,160,44,2008,concrete,hotel / casino
Carter+Burgess Plaza,Fort Worth,160,40,1982,,office
One Post Office Square,Boston,160,40,1981,,office
Suntrust Financial Center,Tampa,160,36,1992,,office
Plaza on Brickell Tower II,Miami,160,48,2007,concrete,residential
Hotel Pierre,New York City,160,44,1928,steel,hotel
767 3rd Avenue,New York City,160,39,1980,steel,office
River Plaza,Chicago,159.7,56,1977,concrete,residential
Citibank Building,New York City,159.7,41,1961,steel,office
BrickellHouse,Miami,159.7,46,2014,concrete,residential
425 Market Street,San Francisco,159.7,38,1973,steel,office
35 East Wacker Drive,Chicago,159.4,40,1927,steel,office
Pennzoil Place I,Houston,159.4,36,1976,composite,office
Pennzoil Place II,Houston,159.4,36,1976,composite,office
Mercantile Building,Dallas,159.4,31,1943,steel,residential
707 17th Street,Denver,159.1,42,1981,,hotel / office
Kemper Building,Chicago,159.1,41,1962,steel,office
825 Third Avenue,New York City,159.1,40,1969,steel,office
Goodwin Square,Hartford,159.1,30,1990,,office
Mather Tower,Chicago,158.9,38,1928,steel,hotel / office
Atelier,New York City,158.8,46,2007,concrete,residential
Devon Energy Center,Houston,158.8,36,1978,,office
Santa Maria,Miami,158.5,51,1997,concrete,residential
Three Mellon Center,Pittsburgh,158.5,41,1951,steel,office
10 South Wacker,Chicago,158.5,40,1987,concrete,office
30 South Wacker,Chicago,158.5,40,1983,concrete,office
One Federal Street,Boston,158.5,38,1976,steel,office
26 Broadway,New York City,158.5,31,1924,steel,office
Newsweek Building,New York City,158,42,1931,steel,office
RRI Energy Plaza,Houston,158,36,2003,concrete,office
The Residences at the Ritz-Carlton,Philadelphia,157.9,46,2009,concrete,residential
Architect`s and Designer`s Building,New York City,157.9,39,1969,,office
The Downtown Club,New York City,157.9,39,1930,steel,residential / other
Total Plaza,Houston,157.9,35,1971,,office
Palms Place,Las Vegas,157.8,50,2008,concrete,residential / hotel
The Columbian,Chicago,157.7,47,2008,concrete,residential
Deutsche Bank,New York City,157.6,39,1974,steel,office
TCW Tower,Los Angeles,157.6,37,1990,steel,office
785 8th Avenue,New York City,157.4,42,2009,concrete,residential
191 North Wacker Drive,Chicago,157.4,37,2002,composite,office
Highpoint Condominiums,New York City,157.3,49,1988,concrete,residential
First Place Tower,Tulsa,157.3,40,1975,,office
Union Bank Plaza,Los Angeles,157.3,40,1968,steel,office
Frost Bank Tower,Austin,157.2,33,2004,concrete,office
Exchange Place Center,Jersey City,157.1,32,1990,,office
401 East Ontario Street,Chicago,157,51,1990,concrete,residential
Sterling Drug Company Building,New York City,157,41,1964,steel,office
One Financial Place,Chicago,157,39,1985,,office
Seagram Building,New York City,157,38,1958,steel,office
The Streeter,Chicago,156.7,50,2007,concrete,residential
Rainier Tower,Seattle,156.7,31,1977,steel,office
1214 Fifth Avenue,New York City,156.4,43,2012,concrete,residential / office
600 North Lake Shore Drive - South Tower,Chicago,156.4,47,2009,concrete,residential
Mid-Continent Tower,Tulsa,156.4,36,1984,steel,office
Bank of New York Building,New York City,156.4,31,1927,steel,office
Park Tower Condominiums,Chicago,156.3,54,1973,concrete,residential
The Ivy,Miami,156.2,45,2008,concrete,residential
The Belaire,New York City,156.1,50,1988,,residential / hospital
Millennium Towers North,New York City,156.1,44,1930,steel,office
One Hanson Place,New York City,156.1,42,1929,steel,residential
1407 Broadway,New York City,156.1,41,1950,steel,office
International Building,New York City,156.1,41,1935,steel,office
LaSalle-Wacker Building,Chicago,156.1,41,1930,steel,office
437 Madison Avenue,New York City,156.1,40,1967,steel,office
Bryan Tower,Dallas,156.1,40,1973,steel,office
Fourth and Madison Building,Seattle,156.1,40,2003,composite,office
PNC Tower,Louisville,156.1,40,1972,steel,office
Huntington Center,Columbus,156.1,37,1983,,office
Bellagio Resort & Casino,Las Vegas,155.8,36,1998,,hotel / casino
Continental Building,New York City,155.8,42,1931,steel,office
1155 Avenue of the Americas,New York City,155.8,40,1984,steel,office
K & L Gates Center,Pittsburgh,155.8,39,1968,steel,office
Exchange Place,Boston,155.4,39,1984,,office
321 North Clark Street,Chicago,155.4,38,1987,,office
Harris Bank III,Chicago,155.4,35,1974,steel,office
Stephen P. Clark Center,Miami,155.4,28,1985,,office
Liberty Plaza,New York City,155.4,45,2004,concrete,residential
Sixty State Street,Boston,155.1,38,1977,,office
Bank of America Building,Baltimore,155.1,37,1924,steel,office
KOIN Center,Portland,155.1,31,1984,concrete,multiple
Hudson Greene East Tower,Jersey City,155.1,48,2010,concrete,residential
215 West,Chicago,155.1,50,2010,concrete,residential
Renaissance Center 100 Tower,Detroit,155,39,1976,concrete,office
Renaissance Center 200 Tower,Detroit,155,39,1976,concrete,office
Renaissance Center 300 Tower,Detroit,155,39,1976,concrete,office
Renaissance Center 400 Tower,Detroit,155,39,1976,concrete,office
The Westin Virginia Beach Town Center & Residences,Virginia Beach,154.8,38,2007,concrete,residential / hotel
555 17th Street,Denver,154.5,40,1978,,office
One Beacon Street,Boston,154.5,36,1972,steel,office
United Nations Secretariat Building,New York City,154.3,39,1953,steel,office
810 7th Avenue,New York City,154.2,41,1970,steel,office
10 Universal City Plaza,Los Angeles,154.2,36,1984,steel,office
400 East Ohio Street,Chicago,154,50,1982,concrete,residential
The Beach Club Tower 2,Hallandale Beach,153.9,50,2006,concrete,residential
The Sheffield,New York City,153.9,50,1978,,residential
One United Nations Plaza,New York City,153.9,39,1975,steel,hotel / office
Two United Nations Plaza,New York City,153.9,39,1981,steel,hotel / office
2 New York Plaza,New York City,153.6,40,1970,,office
One Indiana Square,Indianapolis,153.6,37,1969,steel,office
Fifth Street Towers II,Minneapolis,153.5,36,1988,composite,office
Vern Riffe Center for Govermnment and the Arts,Columbus,153.5,33,1989,steel,office
Johns-Manville Building,New York City,153.3,43,1931,steel,office
Bank of America Plaza,Charlotte,153.3,40,1974,steel,office
60 Broad Street,New York City,153.3,39,1962,steel,office
Carbide & Carbon Building,Chicago,153.3,37,1929,steel,hotel
Lefcourt National Building,New York City,153.3,37,1928,steel,office
State Street Financial Center,Boston,153.3,36,2003,steel,office
The Huntington,Houston,153.3,34,1982,,residential
Met 2 Marriott Marquis,Miami,153.1,41,2010,concrete,hotel
1325 Ave. of Americas,New York City,153,35,1989,,office
El Paso Energy Building,Houston,153,33,1962,steel,office
One Superior Place,Chicago,152.9,52,1999,concrete,residential
Hudson Greene West Tower,Jersey City,152.8,48,2010,concrete,residential
Sheraton New York,New York City,152.7,51,1962,concrete,hotel
Wind,Miami,152.7,41,2008,concrete,residential
120 North LaSalle,Chicago,152.7,39,1992,concrete,office
World Apparel Center,New York City,152.7,39,1968,steel,office
10 South LaSalle,Chicago,152.7,37,1986,composite,office
One Park Place,Houston,152.7,37,2009,concrete,residential
Viewpoint,Atlanta,152.7,36,2008,concrete,residential
International Gem Tower,New York City,152.7,34,2013,steel,office
1450 BRICKELL,Miami,152.5,34,2010,concrete,office
Bristol Plaza,New York City,152.4,50,1987,,residential
One Columbus Place Tower I,New York City,152.4,49,1999,concrete,residential
One Columbus Place Tower II,New York City,152.4,49,1999,concrete,residential
Sky Las Vegas,Las Vegas,152.4,45,2007,concrete,residential
1818 Market Street,Philadelphia,152.4,40,1974,steel,office
28 State Street,Boston,152.4,40,1970,steel,office
Telesis Tower,San Francisco,152.4,38,1982,steel,office
1918 8th Avenue,Seattle,152.4,36,2009,,office
Chase Tower,Oklahoma City,152.4,36,1971,,office
Memorial Hermann Tower,Houston,152.4,35,2009,concrete,office / hospital
Four World Financial Center,New York City,152.4,34,1986,steel,office
One America Plaza,San Diego,152.4,34,1991,steel,office
The Tides,Chicago,152.4,51,2008,concrete,residential
200 South Wacker,Chicago,152.3,41,1981,concrete,office
650 Fifth Avenue,New York City,152,36,1978,,office
Symphony Towers,San Diego,152,34,1989,,office
The St. James,Philadelphia,151.8,45,2004,concrete,residential
The Modern Tower A,Fort Lee,151.8,47,2014,concrete,residential
Barclay-Vesey Building,New York City,151.8,32,1926,steel,office
Parkview West,Chicago,151.6,49,2008,concrete,residential
Ameriprise Financial Center,Minneapolis,151.6,31,2000,steel/concrete,office
80 Pine Street,New York City,151.5,40,1960,steel,office
500 North Lake Shore Drive,Chicago,151.5,47,2013,concrete,residential
Manchester Grand Hyatt Hotel,San Diego,151.5,40,1992,concrete,hotel
The Platinum,New York City,151.2,43,2008,concrete,residential
Financial Times Building,New York City,151.2,41,1965,steel,office
Shearson Lehman Plaza,New York City,151.2,39,1988,,office
1100 Wilshire,Los Angeles,151.2,36,1987,,residential
Marriott's Custom House,Boston,151.2,32,1915,steel,hotel
Guardian Building,Detroit,151,40,1929,steel,office
20 Pine,New York City,151,38,1928,steel,residential
1 Battery Park Plaza,New York City,151,35,1971,,office
55 West Monroe,Chicago,150.9,41,1980,concrete,office
Ontario Place,Chicago,150.9,49,1983,concrete,residential
Avenue Brickell Tower,Miami,150.9,47,2007,concrete,residential
333 Bush Street,San Francisco,150.9,43,1986,steel,residential / office
PNC Tower,Cincinnati,150.9,31,1913,steel,office
John Hancock Building,Boston,150.9,26,1949,steel,office
The Ritz-Carlton Residences,Chicago,150.9,40,2012,concrete,residential
1675 Broadway,New York City,150.8,35,1990,,office
50 East Chestnut Street,Chicago,150.7,40,2008,concrete,residential
Tower 67 Apartments,New York City,150.6,49,1986,,residential
PNC Center,Chicago,150.5,36,1992,,office
The Colonnade,New York City,150.3,45,1982,,residential
Hilton San Francisco Union Square,San Francisco,150.3,46,1971,steel,hotel
1000 Second Avenue,Seattle,150.3,40,1986,steel,office
First National Center,Oklahoma City,150.3,33,1931,steel,office
William Donald Schaefer Tower,Baltimore,150.3,29,1992,,office
The Waterford,New York City,150,48,1987,,residential
Fuller Building,New York City,150,42,1929,steel,office
One Meridian Plaza,Philadelphia,150,38,1972,steel,office
Federal Office Building at Foley Square,New York City,150,32,1994,,government
Akoya Condominiums,Miami Beach,150,47,2004,concrete,residential
One Biscayne Tower,Miami,150,39,1973,,office
Loews Philadelphia Hotel,Philadelphia,150,36,1932,steel,hotel
Fox Plaza,Los Angeles,150,34,1987,,office
Pacific Gas & Electric Building,San Francisco,150,34,1971,steel,office
Target Plaza South,Minneapolis,149.9,33,2001,composite,office
200 Riverside Boulevard At Trump Place,New York City,149.8,46,1999,concrete,residential
Sovereign Apartments,New York City,149.7,47,1973,,residential
Chelsea Stratus,New York City,149.7,40,2008,concrete,residential
PNC Bank Building,Philadelphia,149.7,40,1983,,office
Twelve Centennial Park Tower I,Atlanta,149.7,39,2007,concrete,residential
CBS Building,New York City,149.7,38,1965,concrete,office
Constellation Place,Los Angeles,149.5,35,2003,steel,office
235 West Van Buren,Chicago,149.4,46,2010,concrete,residential
One Lincoln Plaza,New York City,149.4,46,1972,,residential
Centre Square II,Philadelphia,149.4,40,1973,,office
Five Penn Center,Philadelphia,149.4,36,1970,,office
Fifth Third Center,Nashville,149.4,30,1986,concrete,office
Hess Tower,Houston,149.4,29,2010,concrete,office
33 Arch Street,Boston,149.1,33,2004,steel,office
Hyatt Regency Denver at the Colorado Convention Center,Denver,149,37,2005,concrete,hotel
One Rockefeller Plaza,New York City,149,34,1937,steel,office
99 Washington Street,New York City,148.7,50,2014,concrete,hotel
The Bristol,Chicago,148.7,42,2000,concrete,residential
1075 Peachtree Office Tower,Atlanta,148.7,38,2010,concrete,office
The Tower,Fort Worth,148.7,36,1974,,
333 Wacker Drive,Chicago,148.6,36,1983,steel,office
New York Hilton,New York City,148.4,46,1963,,hotel
Tower 45,New York City,148.4,40,1989,,office
50 California Street,San Francisco,148.4,37,1972,steel,office
Henry M. Jackson Federal Building,Seattle,148.4,37,1974,composite,office
Mohegan Sun Sky Tower,Montville,148.4,34,2002,steel,hotel
555 Mission Street,San Francisco,148.4,33,2009,steel,office
Espirito Santo Plaza,Miami,148.4,36,2004,concrete,residential / hotel / office
City Investing Building,New York City,148.3,33,1908,steel,office
Park Avenue Condominiums,Atlanta,148.1,44,2000,concrete,residential
THEHotel,Las Vegas,147.9,43,2003,concrete,hotel
Terminus 100,Atlanta,147.9,26,2007,concrete,office
The Regalia,Sunny Isles Beach,147.8,43,2014,concrete,residential
Grant Building,Pittsburgh,147.8,40,1930,steel,office
McGraw-Hill Building,New York City,147.8,33,1931,steel,office
AT&T South Canal,Chicago,147.8,28,1971,,office / telecommunications
One Nationwide Plaza,Columbus,147.8,40,1978,,office
575 5th Avenue,New York City,147.6,35,1983,,office
One US Bank Plaza,St. Louis,147.6,35,1976,steel,office
St. Regis San Francisco,San Francisco,147.5,42,2005,concrete,residential / hotel
Brickell World Plaza at 600 Brickell,Miami,147.5,40,2011,steel/concrete,office
"The Residences at the Ritz Carlton, Westchester - North Tower",White Plains,147.5,44,2009,concrete,residential
"The Residences at the Ritz Carlton, Westchester - South Tower",White Plains,147.5,44,2008,concrete,residential / hotel
Miami Center,Miami,147.5,34,1983,steel,office
1 Bank of America Center,Charlotte,147.5,32,2010,composite,office
Portofino Tower,Miami Beach,147.5,44,1997,concrete,residential
Panorama Tower III,Las Vegas,147.3,42,2009,concrete,residential
Spire,Denver,147.2,41,2009,concrete,residential
Chase Tower,Phoenix,147.2,40,1972,steel,office
666 5th Avenue,New York City,147.2,39,1957,steel,office
Asia,Miami,147.2,36,2007,concrete,residential
Harwood Center,Dallas,147.2,36,1982,,office
Excelsior House,New York City,147,47,1967,concrete,residential
Brickell on the River North Tower,Miami,146.9,42,2005,concrete,residential
Millennium Broadway,New York City,146.6,47,1990,,hotel
First Bank & Trust Tower,New Orleans,146.6,36,1987,,office
Kansas City Power & Light Building,Kansas City,146.6,34,1931,steel,office
KPMG Centre,Dallas,146.6,34,1980,steel,office
The Regatta,Chicago,146.4,45,2007,concrete,residential
Crowne Plaza New York,New York City,146.3,46,1989,,hotel
Mandalay Bay Hotel & Casino,Las Vegas,146.3,43,1999,,hotel / casino
Three Tequesta Point,Miami,146.3,46,2001,concrete,residential
Harborside Plaza 5,Jersey City,146.3,34,2002,,office
Sheraton New Orleans,New Orleans,146,47,1985,,hotel
33 North LaSalle,Chicago,146,38,1930,steel,office
The Century,Los Angeles,145.7,42,2009,concrete,residential
Paramount at Buckhead,Atlanta,145.7,40,2004,concrete,residential
Woodmen Tower,Omaha,145.7,30,1969,,office
Consolidated Gas Building,New York City,145.7,24,1928,steel,office
CassaNY,New York City,145.6,45,2010,concrete,residential / hotel
Summit on Lake,Chicago,145.5,42,2014,concrete,residential
Lincoln Park 2550,Chicago,145.5,39,2012,concrete,residential
225 Franklin Street,Boston,145.4,33,1966,steel,office
Wells Fargo Tower,Fort Worth,145.4,33,1982,,office
The O'Quinn Medical Tower at St. Luke's,Houston,145.3,29,1990,concrete,office / hospital
W Austin Hotel & Residences,Austin,145.3,36,2010,concrete,residential / hotel
Turnberry Place I,Las Vegas,145.2,38,2001,concrete,residential
Turnberry Place II,Las Vegas,145.2,38,2002,concrete,residential
Turnberry Place III,Las Vegas,145.2,38,2004,concrete,residential
Turnberry Place IV,Las Vegas,145.2,38,2006,concrete,residential
Latitude on the River,Miami,145.2,44,2007,concrete,residential
100 Pine Center,San Francisco,145.1,34,1972,steel,office
Bankers Building,Chicago,145.1,41,1927,steel,hotel / office
The Pinnacle,Sunny Isles Beach,145.1,40,1998,concrete,residential
Daily News Building,New York City,145.1,36,1930,steel,office
Mutual of America Building,New York City,145.1,34,1960,steel,office
Riverbank West Apartments,New York City,145,45,1987,,office
45 Fremont Center,San Francisco,145,34,1979,steel,office
Millennium Place Tower 1,Boston,144.8,38,2001,,residential / hotel
135 West 52nd Street,New York City,144.8,46,1992,concrete,residential
Electra,San Diego,144.8,43,2008,steel/concrete,residential
The Murano,Philadelphia,144.8,42,2008,concrete,residential
Hilton Times Square,New York City,144.8,39,2000,,hotel
Book Tower,Detroit,144.8,38,1926,steel,abandoned
The Signature at MGM Grand Tower I,Las Vegas,144.8,38,2006,concrete,residential
The Signature at MGM Grand Tower II,Las Vegas,144.8,38,2006,concrete,residential
The Signature at MGM Grand Tower III,Las Vegas,144.8,38,2007,concrete,residential
Metropolitan Tower,Chicago,144.8,37,1924,steel,office
Cook County Administration Building,Chicago,144.8,35,1964,concrete,office
Venetian Resort-Hotel-Casino,Las Vegas,144.8,35,1999,,hotel / casino
Koppers Building,Pittsburgh,144.8,34,1929,steel,office
Plaza VII,Minneapolis,144.6,36,1987,steel,hotel / office
Plaza 440,Chicago,144.5,49,1991,concrete,residential / hotel
American Furniture Mart,Chicago,144.5,29,1926,concrete/steel,residential / office
One South Broad,Philadelphia,144.4,28,1932,steel,office
Marymount University Dormitory,New York City,144.2,48,2001,concrete,residential
Harper & Row Building,New York City,144.2,38,1972,,office
12 Metrotech Center,New York City,144.2,32,2005,steel,office / government
International Plaza,New York City,144.2,30,1988,,office
333 Market Building,San Francisco,144,33,1979,steel,office
Solow Tower Apartments,New York City,143.9,46,1971,,residential
505 West 37th Street East Tower,New York City,143.9,43,2010,concrete,residential
Park Avenue Place,New York City,143.9,38,2004,concrete,residential
United States Plywood Building,New York City,143.9,38,1961,steel,office
Wells Fargo Place,St. Paul,143.6,37,1987,concrete,office
The Link,New York City,143.6,43,2007,concrete,residential
325 5th Avenue,New York City,143.6,42,2006,concrete,residential
Hotel InterContinental,Chicago,143.6,42,1929,steel,hotel
"Continuum on South Beach, South Tower",Miami Beach,143.5,40,2002,concrete,residential
Embassy Suites Times Square,New York City,143.3,44,1990,composite,hotel
Aire,New York City,143.3,42,2010,concrete,residential
New Yorker Hotel,New York City,143.3,41,1930,steel,hotel
City Place,Chicago,143.3,40,1990,concrete,office / hotel
Hampshire House,New York City,143.3,37,1931,steel,hotel
75 Wall,New York City,143.3,36,1987,,residential / hotel
Capitol-EMI Building,New York City,143.3,34,1971,,office
Trump Taj Mahal - Chairman Tower,Atlantic City,143.2,41,2008,concrete,hotel
"Roosevelt University Academic, Student Life Residence Center",Chicago,143,32,2012,steel/concrete,residential / education / office
3630 Peachtree Road,Atlanta,142.9,40,2009,concrete,residential
900 3rd Avenue,New York City,142.9,32,1983,,office
The Carlyle,Minneapolis,142.9,41,2007,concrete,residential
Columbus Plaza,Chicago,142.6,47,1980,concrete,residential
Scripps Center,Cincinnati,142.6,36,1990,steel,office
U.S. Bancorp Center,Minneapolis,142.5,32,2000,steel,office
AT&T Tower,Minneapolis,142.3,34,1991,steel,office
Coast at Lakeshore East,Chicago,142.2,47,2013,concrete,residential
The Sterling,Chicago,142,49,2001,concrete,residential / retail
500 Park Tower,New York City,142,40,1984,,residential / office
650 California Street,San Francisco,142,33,1964,steel,office
Qwest Plaza,Seattle,142,33,1976,steel,office
Allure Las Vegas Tower I,Las Vegas,142,41,2007,concrete,residential
National Newark Building,Newark,141.7,34,1931,steel,office
5 Greenway Plaza,Houston,141.7,31,1973,,office
Viceroy,Miami,141.6,46,2009,concrete,residential / hotel
The Marc,New York City,141.6,42,2004,concrete,residential
The Oxford on 72nd,New York City,141.5,43,1990,,residential
"Dillon, Read & Company Building",New York City,141.4,36,1982,,office
Franklin County Courthouse,Columbus,141.4,27,1991,steel,government
The Atlas,New York City,141.1,46,2002,,residential
22 Cortlandt Street,New York City,141.1,34,1971,,office
Tribune Tower,Chicago,141.1,34,1925,steel,office
200 North Dearborn Apartments,Chicago,141.1,47,1989,concrete,residential
Randolph Tower,Chicago,141,45,1929,steel,residential
Victory Apartments,New York City,140.9,45,2002,concrete,residential
Smith Tower,Seattle,140.8,38,1914,steel,residential / office
Montague-Court Building,New York City,140.8,35,1927,steel,office
121 West Trade,Charlotte,140.8,32,1990,,office
Monarch Condominiums,New York City,140.8,44,1986,,residential
Arco Tower,Los Angeles,140.8,33,1989,,office
Presidential Towers I,Chicago,140.6,49,1985,concrete,residential
Presidential Towers II,Chicago,140.6,49,1985,concrete,residential
Presidential Towers III,Chicago,140.6,49,1985,concrete,residential
Presidential Towers IV,Chicago,140.6,49,1985,concrete,residential
Jumeirah Essex House,New York City,140.5,42,1931,steel,residential / hotel
Trump Towers I,Sunny Isles Beach,140.5,45,2008,concrete,residential
Trump Towers II,Sunny Isles Beach,140.5,45,2008,concrete,residential
Trump Towers III,Sunny Isles Beach,140.5,45,2008,concrete,residential
480 Washington Boulevard,Jersey City,140.5,32,2004,steel,office
The New York,Chicago,140.5,49,1986,concrete,residential
Leighton House Residence Tower,New York City,140.2,46,1990,,residential
One Miami East Tower,Miami,140.2,44,2005,concrete,residential
Symphony House Apartments,New York City,140.2,43,1986,,residential
747 3rd Avenue,New York City,140.2,37,1972,,office
100 North Main Street,Winston-Salem,140.2,34,1995,steel,office
Element,Tampa,140.2,34,2009,concrete,residential
Louisiana State Capitol,Baton Rouge,140.2,34,1932,steel,government
Chicago Marriott,Chicago,140.2,45,1978,,hotel
The Tower,Burbank,140.2,32,1988,concrete,office
Ruan Center,Des Moines,140.1,36,1975,steel,office
Centennial Tower,Atlanta,140,36,1976,,office
One State Street Plaza,New York City,139.9,33,1969,,office
8 Stone Street,New York City,139.7,43,2010,concrete,hotel
Palms Fantasy Tower,Las Vegas,139.6,40,2006,concrete,hotel / casino
The Residences at Grand Plaza,Chicago,139.6,39,2003,concrete,residential
Park Tower,Tampa,139.6,36,1972,steel,office
600 Fairbanks Court,Chicago,139.5,41,2008,concrete,residential
66 Rockwell Place,New York City,139.3,42,2014,concrete,residential
Swissotel Chicago,Chicago,139.3,43,1989,concrete,hotel
The Water Club at Borgata,Atlantic City,139.3,39,2008,concrete,hotel / casino
Equitable Building,Chicago,139.3,35,1965,steel,office
One Union Square,Seattle,139,36,1981,steel,office
Trump Parc Condominiums,New York City,139,36,1930,steel,residential / hotel
AEP Building,Columbus,139,31,1983,,office
Atlantic Wharf,Boston,139,31,2011,composite,residential / office
2100 Ross,Dallas,139,33,1982,,office
Kingsbury Plaza,Chicago,138.8,47,2007,concrete,residential
The Monaco North Tower,Jersey City,138.7,47,2011,concrete,residential
The Monaco South Tower,Jersey City,138.7,47,2011,concrete,residential
The Ritz Plaza,New York City,138.7,40,1990,,residential
Olive 8,Seattle,138.7,39,2009,concrete,residential / hotel
150 West Jefferson,Detroit,138.7,26,1989,,office
The Pinnacle Museum Tower,San Diego,138.7,36,2005,concrete,residential
Paramount Building,New York City,138.7,31,1927,steel,office
Accenture Tower,Minneapolis,138.5,33,1987,concrete,office
400 North LaSalle,Chicago,138.4,45,2005,concrete,residential
Equitable Life Building,Los Angeles,138.4,34,1969,steel,office
Trump SoHo Hotel Condominium,New York City,138.4,42,2010,concrete,hotel
Eleven-Eleven Third Avenue,Seattle,138.4,34,1980,steel,office
Wells Fargo Tower,Birmingham,138.4,34,1986,,office
Rivergate Tower,Tampa,138.4,32,1988,,office
Commerce Place,Baltimore,138.4,31,1992,,office
Regions Center,Little Rock,138.4,30,1975,,office
City Hall,Los Angeles,138.4,27,1928,steel,government
909 Walnut Street,Kansas City,138.3,35,1931,steel,residential / office
717 Texas Avenue,Houston,138.2,34,2003,concrete,office
ABN AMRO Plaza,Chicago,138.1,29,2003,composite,office
Turnberry Towers - East Tower,Las Vegas,138.1,45,2007,concrete,hotel
Turnberry Towers - West Tower,Las Vegas,138.1,45,2008,concrete,residential
600 North Lake Shore Drive - North Tower,Chicago,138.1,41,2008,concrete,residential
53rd at Third,New York City,138.1,34,1986,steel,office
Equitable Building,Atlanta,138.1,34,1967,,office
Spire,Atlanta,138,28,2005,concrete,residential
510 Madison,New York City,137.9,31,2010,steel,office
AT&T Center,Los Angeles,137.8,32,1965,steel,office
Las Olas River House I,Fort Lauderdale,137.8,42,2004,concrete,residential
Roanoke Building,Chicago,137.8,37,1927,steel,office
One Allen Center,Houston,137.8,34,1972,,office
The Dylan,New York City,137.8,34,2013,concrete,residential
William R. Snodgrass Tennessee Tower,Nashville,137.8,31,1970,concrete,office
125 High Street,Boston,137.8,30,1991,steel,office
1065 Avenue of the Americas,New York City,137.5,38,1957,steel,office
Buckhead Grand,Atlanta,137.5,38,2004,concrete,residential
Metropolitan Life North Building,New York City,137.5,31,1950,steel,office
Renaissance Hotel,Dallas,137.5,29,1983,,hotel
Riverbend Condominiums,Chicago,137.4,38,2002,concrete,residential
The Strand,New York City,137.2,42,1989,,residential
The Shoreham,Chicago,137.2,47,2005,concrete,residential
Park Lane Hotel,New York City,137.2,46,1971,,hotel
Eugenie Terrace on the Park,Chicago,137.2,44,1987,concrete,residential
Bellevue Towers Two,Bellevue,137.2,43,2008,concrete,residential
Dag Hammarskjold Tower,New York City,137.2,43,1984,,residential
The Strathmore,New York City,137.2,43,1996,,residential
One Lincoln Tower,Bellevue,137.2,42,2005,composite,residential / hotel
Tower 31,New York City,137.2,41,2006,concrete,residential
47 East 34th Street,New York City,137.2,36,2009,concrete,residential
Gateway Center III,Chicago,137.2,35,1971,composite,office
100 Summer Street,Boston,137.2,32,1974,steel,office
Three Wells Fargo Center,Charlotte,137.2,32,2000,concrete,office
One Cleveland Center,Cleveland,137.2,31,1983,steel,office
Emerald Plaza,San Diego,137.2,30,1990,,office
701 Brickell Avenue,Miami,137.1,33,1986,,office
Westin Seattle North Tower,Seattle,137,47,1982,steel,religious
New Orleans Marriott,New Orleans,137,42,1972,,hotel
Veer Towers East,Las Vegas,137,36,2010,composite,residential
Veer Towers West,Las Vegas,137,36,2010,composite,residential
Hubbard Place,Chicago,137,44,2013,concrete,residential
One Miami West Tower,Miami,136.9,45,2005,concrete,residential
200 Squared,Chicago,136.9,42,2010,concrete,residential
Millennium Point,New York City,136.9,38,2001,concrete,residential / hotel
James Monroe Building,Richmond,136.9,29,1981,,office
The America,New York City,136.9,43,1987,,residential
Eleven80,Newark,136.6,35,1930,steel,residential
1670 Broadway,Denver,136.6,34,1980,,office
50 Broadway,New York City,136.6,37,1927,steel,office
Adams Express Building,New York City,136.6,33,1916,steel,office
